File Name: 12_Sample12_device3_It_150kV_VDrain1V_VGate1V.dat;;;;
4.81E+05;1.00E+00;2.81E-11;1.00E+00;-3.17E-12
4.82E+05;1.00E+00;2.78E-11;1.00E+00;-3.14E-12
4.82E+05;1.00E+00;2.76E-11;1.00E+00;-2.93E-12
4.83E+05;1.00E+00;2.76E-11;1.00E+00;-3.13E-12
4.83E+05;1.00E+00;2.79E-11;1.00E+00;-3.09E-12
4.84E+05;1.00E+00;2.82E-11;1.00E+00;-2.97E-12
4.84E+05;1.00E+00;2.84E-11;1.00E+00;-3.03E-12
4.85E+05;1.00E+00;2.89E-11;1.00E+00;-2.64E-12
4.85E+05;1.00E+00;2.93E-11;1.00E+00;-2.83E-12
4.86E+05;1.00E+00;2.94E-11;1.00E+00;-2.84E-12
4.86E+05;1.00E+00;2.95E-11;1.00E+00;-2.75E-12
4.87E+05;1.00E+00;2.90E-11;1.00E+00;-2.84E-12
4.87E+05;1.00E+00;2.94E-11;1.00E+00;-2.96E-12
4.88E+05;1.00E+00;2.93E-11;1.00E+00;-2.92E-12
4.88E+05;1.00E+00;2.90E-11;1.00E+00;-2.77E-12
4.89E+05;1.00E+00;2.94E-11;1.00E+00;-2.67E-12
4.89E+05;1.00E+00;2.93E-11;1.00E+00;-2.57E-12
4.90E+05;1.00E+00;2.94E-11;1.00E+00;-2.68E-12
4.90E+05;1.00E+00;2.94E-11;1.00E+00;-2.86E-12
4.91E+05;1.00E+00;2.92E-11;1.00E+00;-2.64E-12
4.91E+05;1.00E+00;2.92E-11;1.00E+00;-2.77E-12
4.92E+05;1.00E+00;2.90E-11;1.00E+00;-2.68E-12
4.92E+05;1.00E+00;2.91E-11;1.00E+00;-2.56E-12
4.93E+05;1.00E+00;2.94E-11;1.00E+00;-2.47E-12
4.93E+05;1.00E+00;2.94E-11;1.00E+00;-2.44E-12
4.94E+05;1.00E+00;2.92E-11;1.00E+00;-2.84E-12
4.94E+05;1.00E+00;2.90E-11;1.00E+00;-2.95E-12
4.95E+05;1.00E+00;2.92E-11;1.00E+00;-2.91E-12
4.95E+05;1.00E+00;2.93E-11;1.00E+00;-2.90E-12
4.96E+05;1.00E+00;2.93E-11;1.00E+00;-2.56E-12
4.96E+05;1.00E+00;2.92E-11;1.00E+00;-2.63E-12
4.97E+05;1.00E+00;2.94E-11;1.00E+00;-2.70E-12
4.97E+05;1.00E+00;2.91E-11;1.00E+00;-2.67E-12
4.98E+05;1.00E+00;2.91E-11;1.00E+00;-2.52E-12
4.98E+05;1.00E+00;2.90E-11;1.00E+00;-2.55E-12
4.99E+05;1.00E+00;2.90E-11;1.00E+00;-2.63E-12
4.99E+05;1.00E+00;2.90E-11;1.00E+00;-2.63E-12
5.00E+05;1.00E+00;2.92E-11;1.00E+00;-2.42E-12
5.00E+05;1.00E+00;2.93E-11;1.00E+00;-2.10E-12
5.01E+05;1.00E+00;2.94E-11;1.00E+00;-2.22E-12
5.01E+05;1.00E+00;2.96E-11;1.00E+00;-2.27E-12
5.02E+05;1.00E+00;2.94E-11;1.00E+00;-2.46E-12
5.02E+05;1.00E+00;2.94E-11;1.00E+00;-2.37E-12
5.03E+05;1.00E+00;2.99E-11;1.00E+00;-2.12E-12
5.03E+05;1.00E+00;3.00E-11;1.00E+00;-2.06E-12
5.04E+05;1.00E+00;3.02E-11;1.00E+00;-2.42E-12
5.04E+05;1.00E+00;3.00E-11;1.00E+00;-2.60E-12
5.05E+05;1.00E+00;3.01E-11;1.00E+00;-2.50E-12
5.05E+05;1.00E+00;2.98E-11;1.00E+00;-2.58E-12
5.06E+05;1.00E+00;2.96E-11;1.00E+00;-2.43E-12
5.06E+05;1.00E+00;2.97E-11;1.00E+00;-2.43E-12
5.07E+05;1.00E+00;2.99E-11;1.00E+00;-2.53E-12
5.07E+05;1.00E+00;2.97E-11;1.00E+00;-2.49E-12
5.08E+05;1.00E+00;2.98E-11;1.00E+00;-2.69E-12
5.08E+05;1.00E+00;2.97E-11;1.00E+00;-2.47E-12
5.09E+05;1.00E+00;7.10E-11;1.00E+00;-2.50E-12
5.09E+05;1.00E+00;4.81E-10;1.00E+00;-2.97E-10
5.10E+05;1.00E+00;4.83E-10;1.00E+00;-3.47E-10
5.10E+05;1.00E+00;4.83E-10;1.00E+00;-3.47E-10
5.11E+05;1.00E+00;4.82E-10;1.00E+00;-3.46E-10
5.11E+05;1.00E+00;4.82E-10;1.00E+00;-3.44E-10
5.12E+05;1.00E+00;4.81E-10;1.00E+00;-3.43E-10
5.12E+05;1.00E+00;4.80E-10;1.00E+00;-3.42E-10
5.13E+05;1.00E+00;4.80E-10;1.00E+00;-3.40E-10
5.13E+05;1.00E+00;4.79E-10;1.00E+00;-3.38E-10
5.14E+05;1.00E+00;4.79E-10;1.00E+00;-3.37E-10
5.14E+05;1.00E+00;4.78E-10;1.00E+00;-3.35E-10
5.15E+05;1.00E+00;4.78E-10;1.00E+00;-3.34E-10
5.15E+05;1.00E+00;4.78E-10;1.00E+00;-3.32E-10
5.16E+05;1.00E+00;4.77E-10;1.00E+00;-3.31E-10
5.16E+05;1.00E+00;4.77E-10;1.00E+00;-3.29E-10
5.17E+05;1.00E+00;4.77E-10;1.00E+00;-3.28E-10
5.17E+05;1.00E+00;4.77E-10;1.00E+00;-3.26E-10
5.18E+05;1.00E+00;4.76E-10;1.00E+00;-3.25E-10
5.18E+05;1.00E+00;4.76E-10;1.00E+00;-3.23E-10
5.19E+05;1.00E+00;4.75E-10;1.00E+00;-3.22E-10
5.19E+05;1.00E+00;4.42E-11;1.00E+00;-8.57E-11
5.20E+05;1.00E+00;2.88E-11;1.00E+00;-9.57E-12
5.20E+05;1.00E+00;2.68E-11;1.00E+00;-4.29E-12
5.21E+05;1.00E+00;2.64E-11;1.00E+00;-3.43E-12
5.21E+05;1.00E+00;2.63E-11;1.00E+00;-3.31E-12
5.22E+05;1.00E+00;2.60E-11;1.00E+00;-3.16E-12
5.22E+05;1.00E+00;2.59E-11;1.00E+00;-2.88E-12
5.23E+05;1.00E+00;2.61E-11;1.00E+00;-2.85E-12
5.23E+05;1.00E+00;2.61E-11;1.00E+00;-2.77E-12
5.24E+05;1.00E+00;2.60E-11;1.00E+00;-2.65E-12
5.24E+05;1.00E+00;2.61E-11;1.00E+00;-2.72E-12
5.25E+05;1.00E+00;2.58E-11;1.00E+00;-2.73E-12
5.25E+05;1.00E+00;2.59E-11;1.00E+00;-2.68E-12
5.26E+05;1.00E+00;2.56E-11;1.00E+00;-2.67E-12
5.26E+05;1.00E+00;2.55E-11;1.00E+00;-2.51E-12
5.27E+05;1.00E+00;2.60E-11;1.00E+00;-2.67E-12
5.27E+05;1.00E+00;2.59E-11;1.00E+00;-2.71E-12
5.28E+05;1.00E+00;2.57E-11;1.00E+00;-2.73E-12
5.28E+05;1.00E+00;2.58E-11;1.00E+00;-2.77E-12
5.29E+05;1.00E+00;3.68E-11;1.00E+00;-2.70E-12
5.29E+05;1.00E+00;4.73E-10;1.00E+00;-2.58E-10
5.30E+05;1.00E+00;4.75E-10;1.00E+00;-3.15E-10
5.30E+05;1.00E+00;4.75E-10;1.00E+00;-3.16E-10
5.31E+05;1.00E+00;4.74E-10;1.00E+00;-3.16E-10
5.31E+05;1.00E+00;4.75E-10;1.00E+00;-3.15E-10
5.32E+05;1.00E+00;4.74E-10;1.00E+00;-3.13E-10
5.32E+05;1.00E+00;4.74E-10;1.00E+00;-3.12E-10
5.33E+05;1.00E+00;4.74E-10;1.00E+00;-3.10E-10
5.33E+05;1.00E+00;4.73E-10;1.00E+00;-3.10E-10
5.34E+05;1.00E+00;4.73E-10;1.00E+00;-3.08E-10
5.34E+05;1.00E+00;4.73E-10;1.00E+00;-3.06E-10
5.35E+05;1.00E+00;4.72E-10;1.00E+00;-3.05E-10
5.35E+05;1.00E+00;4.72E-10;1.00E+00;-3.04E-10
5.36E+05;1.00E+00;4.71E-10;1.00E+00;-3.02E-10
5.36E+05;1.00E+00;4.71E-10;1.00E+00;-3.00E-10
5.37E+05;1.00E+00;4.71E-10;1.00E+00;-3.00E-10
5.37E+05;1.00E+00;4.70E-10;1.00E+00;-2.98E-10
5.38E+05;1.00E+00;4.70E-10;1.00E+00;-2.98E-10
5.38E+05;1.00E+00;4.70E-10;1.00E+00;-2.96E-10
5.39E+05;1.00E+00;4.69E-10;1.00E+00;-2.95E-10
5.39E+05;1.00E+00;4.41E-11;1.00E+00;-9.54E-11
5.40E+05;1.00E+00;2.64E-11;1.00E+00;-1.00E-11
5.40E+05;1.00E+00;2.44E-11;1.00E+00;-4.36E-12
5.41E+05;1.00E+00;2.40E-11;1.00E+00;-3.52E-12
5.41E+05;1.00E+00;2.38E-11;1.00E+00;-3.09E-12
5.42E+05;1.00E+00;2.37E-11;1.00E+00;-2.86E-12
5.42E+05;1.00E+00;2.36E-11;1.00E+00;-2.83E-12
5.43E+05;1.00E+00;2.35E-11;1.00E+00;-2.84E-12
5.43E+05;1.00E+00;2.34E-11;1.00E+00;-2.74E-12
5.44E+05;1.00E+00;2.34E-11;1.00E+00;-2.71E-12
5.44E+05;1.00E+00;2.36E-11;1.00E+00;-2.82E-12
5.45E+05;1.00E+00;2.37E-11;1.00E+00;-2.74E-12
5.45E+05;1.00E+00;2.36E-11;1.00E+00;-2.45E-12
5.46E+05;1.00E+00;2.36E-11;1.00E+00;-2.48E-12
5.46E+05;1.00E+00;2.35E-11;1.00E+00;-2.34E-12
5.47E+05;1.00E+00;2.35E-11;1.00E+00;-2.17E-12
5.47E+05;1.00E+00;2.35E-11;1.00E+00;-2.40E-12
5.48E+05;1.00E+00;2.36E-11;1.00E+00;-2.47E-12
5.48E+05;1.00E+00;2.37E-11;1.00E+00;-2.51E-12
5.49E+05;1.00E+00;2.35E-11;1.00E+00;-2.49E-12
5.49E+05;1.00E+00;4.68E-10;1.00E+00;-2.26E-10
5.50E+05;1.00E+00;4.70E-10;1.00E+00;-2.89E-10
5.50E+05;1.00E+00;4.71E-10;1.00E+00;-2.91E-10
5.51E+05;1.00E+00;4.71E-10;1.00E+00;-2.90E-10
5.51E+05;1.00E+00;4.70E-10;1.00E+00;-2.89E-10
5.52E+05;1.00E+00;4.70E-10;1.00E+00;-2.88E-10
5.52E+05;1.00E+00;4.70E-10;1.00E+00;-2.87E-10
5.53E+05;1.00E+00;4.69E-10;1.00E+00;-2.86E-10
5.53E+05;1.00E+00;4.69E-10;1.00E+00;-2.84E-10
5.54E+05;1.00E+00;4.69E-10;1.00E+00;-2.83E-10
5.54E+05;1.00E+00;4.68E-10;1.00E+00;-2.81E-10
5.55E+05;1.00E+00;4.68E-10;1.00E+00;-2.80E-10
5.55E+05;1.00E+00;4.68E-10;1.00E+00;-2.79E-10
5.56E+05;1.00E+00;4.67E-10;1.00E+00;-2.78E-10
5.56E+05;1.00E+00;4.67E-10;1.00E+00;-2.77E-10
5.57E+05;1.00E+00;4.67E-10;1.00E+00;-2.75E-10
5.57E+05;1.00E+00;4.66E-10;1.00E+00;-2.74E-10
5.58E+05;1.00E+00;4.66E-10;1.00E+00;-2.73E-10
5.58E+05;1.00E+00;4.66E-10;1.00E+00;-2.72E-10
5.59E+05;1.00E+00;4.66E-10;1.00E+00;-2.70E-10
5.59E+05;1.00E+00;4.58E-11;1.00E+00;-1.07E-10
5.60E+05;1.00E+00;2.46E-11;1.00E+00;-1.04E-11
5.60E+05;1.00E+00;2.24E-11;1.00E+00;-4.30E-12
5.61E+05;1.00E+00;2.15E-11;1.00E+00;-3.14E-12
5.61E+05;1.00E+00;2.14E-11;1.00E+00;-2.85E-12
5.62E+05;1.00E+00;2.11E-11;1.00E+00;-2.70E-12
5.62E+05;1.00E+00;2.12E-11;1.00E+00;-2.66E-12
5.63E+05;1.00E+00;2.11E-11;1.00E+00;-2.65E-12
5.63E+05;1.00E+00;2.11E-11;1.00E+00;-2.52E-12
5.64E+05;1.00E+00;2.09E-11;1.00E+00;-2.52E-12
5.64E+05;1.00E+00;2.07E-11;1.00E+00;-2.51E-12
5.65E+05;1.00E+00;2.08E-11;1.00E+00;-2.34E-12
5.65E+05;1.00E+00;2.07E-11;1.00E+00;-2.31E-12
5.66E+05;1.00E+00;2.08E-11;1.00E+00;-2.34E-12
5.66E+05;1.00E+00;2.11E-11;1.00E+00;-2.48E-12
5.67E+05;1.00E+00;2.11E-11;1.00E+00;-2.40E-12
5.67E+05;1.00E+00;2.12E-11;1.00E+00;-2.29E-12
5.68E+05;1.00E+00;2.13E-11;1.00E+00;-2.43E-12
5.68E+05;1.00E+00;2.11E-11;1.00E+00;-2.31E-12
5.69E+05;1.00E+00;2.10E-11;1.00E+00;-2.52E-12
5.69E+05;1.00E+00;4.63E-10;1.00E+00;-1.93E-10
5.70E+05;1.00E+00;4.66E-10;1.00E+00;-2.62E-10
5.70E+05;1.00E+00;4.67E-10;1.00E+00;-2.65E-10
5.71E+05;1.00E+00;4.66E-10;1.00E+00;-2.65E-10
5.71E+05;1.00E+00;4.66E-10;1.00E+00;-2.64E-10
5.72E+05;1.00E+00;4.66E-10;1.00E+00;-2.63E-10
5.72E+05;1.00E+00;4.65E-10;1.00E+00;-2.62E-10
5.73E+05;1.00E+00;4.65E-10;1.00E+00;-2.60E-10
5.73E+05;1.00E+00;4.65E-10;1.00E+00;-2.59E-10
5.74E+05;1.00E+00;4.64E-10;1.00E+00;-2.58E-10
5.74E+05;1.00E+00;4.65E-10;1.00E+00;-2.56E-10
5.75E+05;1.00E+00;4.64E-10;1.00E+00;-2.55E-10
5.75E+05;1.00E+00;4.64E-10;1.00E+00;-2.54E-10
5.76E+05;1.00E+00;4.64E-10;1.00E+00;-2.53E-10
5.76E+05;1.00E+00;4.63E-10;1.00E+00;-2.51E-10
5.77E+05;1.00E+00;4.63E-10;1.00E+00;-2.50E-10
5.77E+05;1.00E+00;4.63E-10;1.00E+00;-2.48E-10
5.78E+05;1.00E+00;4.63E-10;1.00E+00;-2.47E-10
5.78E+05;1.00E+00;4.62E-10;1.00E+00;-2.46E-10
5.79E+05;1.00E+00;4.63E-10;1.00E+00;-2.44E-10
5.79E+05;1.00E+00;4.82E-11;1.00E+00;-1.21E-10
5.80E+05;1.00E+00;2.37E-11;1.00E+00;-1.10E-11
5.80E+05;1.00E+00;2.14E-11;1.00E+00;-4.40E-12
5.81E+05;1.00E+00;2.05E-11;1.00E+00;-3.11E-12
5.81E+05;1.00E+00;2.02E-11;1.00E+00;-2.75E-12
5.82E+05;1.00E+00;2.03E-11;1.00E+00;-2.28E-12
5.82E+05;1.00E+00;2.00E-11;1.00E+00;-2.31E-12
5.83E+05;1.00E+00;2.00E-11;1.00E+00;-2.31E-12
5.83E+05;1.00E+00;1.99E-11;1.00E+00;-2.20E-12
5.84E+05;1.00E+00;2.02E-11;1.00E+00;-2.09E-12
5.84E+05;1.00E+00;2.01E-11;1.00E+00;-2.21E-12
5.85E+05;1.00E+00;1.99E-11;1.00E+00;-2.24E-12
5.85E+05;1.00E+00;2.01E-11;1.00E+00;-2.09E-12
5.86E+05;1.00E+00;2.06E-11;1.00E+00;-1.85E-12
5.86E+05;1.00E+00;2.09E-11;1.00E+00;-1.68E-12
5.87E+05;1.00E+00;2.13E-11;1.00E+00;-1.71E-12
5.87E+05;1.00E+00;2.16E-11;1.00E+00;-1.65E-12
5.88E+05;1.00E+00;2.17E-11;1.00E+00;-1.42E-12
5.88E+05;1.00E+00;2.19E-11;1.00E+00;-1.64E-12
5.89E+05;1.00E+00;2.20E-11;1.00E+00;-1.62E-12
5.89E+05;1.00E+00;2.19E-11;1.00E+00;-1.32E-12
5.90E+05;1.00E+00;2.20E-11;1.00E+00;-1.30E-12
5.90E+05;1.00E+00;2.20E-11;1.00E+00;-1.20E-12
5.91E+05;1.00E+00;2.19E-11;1.00E+00;-1.21E-12
5.91E+05;1.00E+00;2.18E-11;1.00E+00;-1.22E-12
5.92E+05;1.00E+00;2.16E-11;1.00E+00;-1.40E-12
5.92E+05;1.00E+00;2.15E-11;1.00E+00;-1.37E-12
5.93E+05;1.00E+00;2.17E-11;1.00E+00;-1.29E-12
5.93E+05;1.00E+00;2.18E-11;1.00E+00;-1.31E-12
5.94E+05;1.00E+00;2.16E-11;1.00E+00;-1.33E-12
5.94E+05;1.00E+00;2.19E-11;1.00E+00;-1.36E-12
5.95E+05;1.00E+00;2.17E-11;1.00E+00;-1.34E-12
5.95E+05;1.00E+00;2.18E-11;1.00E+00;-1.52E-12
5.96E+05;1.00E+00;2.19E-11;1.00E+00;-1.46E-12
5.96E+05;1.00E+00;2.18E-11;1.00E+00;-1.47E-12
5.97E+05;1.00E+00;2.19E-11;1.00E+00;-1.44E-12
5.97E+05;1.00E+00;2.21E-11;1.00E+00;-1.34E-12
5.98E+05;1.00E+00;2.19E-11;1.00E+00;-1.34E-12
5.98E+05;1.00E+00;2.19E-11;1.00E+00;-1.09E-12
5.99E+05;1.00E+00;2.19E-11;1.00E+00;-1.25E-12
5.99E+05;1.00E+00;2.21E-11;1.00E+00;-1.28E-12
6.00E+05;1.00E+00;2.20E-11;1.00E+00;-1.17E-12
6.00E+05;1.00E+00;2.19E-11;1.00E+00;-1.18E-12
6.01E+05;1.00E+00;2.20E-11;1.00E+00;-1.10E-12
6.01E+05;1.00E+00;2.23E-11;1.00E+00;-1.24E-12
6.02E+05;1.00E+00;2.22E-11;1.00E+00;-1.02E-12
6.02E+05;1.00E+00;2.23E-11;1.00E+00;-1.16E-12
6.03E+05;1.00E+00;2.22E-11;1.00E+00;-1.16E-12
6.03E+05;1.00E+00;2.23E-11;1.00E+00;-1.22E-12
6.04E+05;1.00E+00;2.23E-11;1.00E+00;-1.13E-12
6.04E+05;1.00E+00;2.23E-11;1.00E+00;-1.18E-12
6.05E+05;1.00E+00;2.24E-11;1.00E+00;-1.12E-12
6.05E+05;1.00E+00;2.23E-11;1.00E+00;-1.13E-12
6.06E+05;1.00E+00;2.23E-11;1.00E+00;-1.16E-12
6.06E+05;1.00E+00;2.23E-11;1.00E+00;-9.08E-13
6.07E+05;1.00E+00;2.23E-11;1.00E+00;-8.70E-13
6.07E+05;1.00E+00;2.24E-11;1.00E+00;-9.08E-13
6.08E+05;1.00E+00;2.24E-11;1.00E+00;-1.04E-12
6.08E+05;1.00E+00;4.91E-11;1.00E+00;-1.18E-12
6.09E+05;1.00E+00;5.57E-10;1.00E+00;-2.50E-10
6.09E+05;1.00E+00;5.60E-10;1.00E+00;-3.02E-10
6.10E+05;1.00E+00;5.60E-10;1.00E+00;-3.03E-10
6.10E+05;1.00E+00;5.60E-10;1.00E+00;-3.01E-10
6.11E+05;1.00E+00;5.59E-10;1.00E+00;-3.00E-10
6.11E+05;1.00E+00;5.59E-10;1.00E+00;-2.98E-10
6.12E+05;1.00E+00;5.58E-10;1.00E+00;-2.96E-10
6.12E+05;1.00E+00;5.58E-10;1.00E+00;-2.94E-10
6.13E+05;1.00E+00;5.58E-10;1.00E+00;-2.92E-10
6.13E+05;1.00E+00;5.57E-10;1.00E+00;-2.91E-10
6.14E+05;1.00E+00;5.56E-10;1.00E+00;-2.88E-10
6.14E+05;1.00E+00;5.56E-10;1.00E+00;-2.87E-10
6.15E+05;1.00E+00;5.55E-10;1.00E+00;-2.86E-10
6.15E+05;1.00E+00;5.55E-10;1.00E+00;-2.84E-10
6.16E+05;1.00E+00;5.55E-10;1.00E+00;-2.82E-10
6.16E+05;1.00E+00;5.54E-10;1.00E+00;-2.80E-10
6.17E+05;1.00E+00;5.54E-10;1.00E+00;-2.79E-10
6.17E+05;1.00E+00;5.54E-10;1.00E+00;-2.77E-10
6.18E+05;1.00E+00;5.53E-10;1.00E+00;-2.75E-10
6.18E+05;1.00E+00;5.53E-10;1.00E+00;-2.73E-10
6.19E+05;1.00E+00;4.07E-11;1.00E+00;-8.31E-11
6.19E+05;1.00E+00;2.34E-11;1.00E+00;-9.32E-12
6.20E+05;1.00E+00;2.10E-11;1.00E+00;-4.01E-12
6.20E+05;1.00E+00;2.03E-11;1.00E+00;-3.04E-12
6.21E+05;1.00E+00;1.98E-11;1.00E+00;-2.22E-12
6.21E+05;1.00E+00;1.96E-11;1.00E+00;-2.26E-12
6.22E+05;1.00E+00;1.97E-11;1.00E+00;-2.13E-12
6.22E+05;1.00E+00;1.95E-11;1.00E+00;-1.73E-12
6.23E+05;1.00E+00;1.95E-11;1.00E+00;-1.76E-12
6.23E+05;1.00E+00;1.94E-11;1.00E+00;-1.88E-12
6.24E+05;1.00E+00;1.97E-11;1.00E+00;-1.92E-12
6.24E+05;1.00E+00;1.97E-11;1.00E+00;-1.84E-12
6.25E+05;1.00E+00;1.97E-11;1.00E+00;-1.56E-12
6.25E+05;1.00E+00;1.95E-11;1.00E+00;-1.63E-12
6.26E+05;1.00E+00;1.94E-11;1.00E+00;-1.64E-12
6.26E+05;1.00E+00;1.94E-11;1.00E+00;-1.57E-12
6.27E+05;1.00E+00;1.95E-11;1.00E+00;-1.69E-12
6.27E+05;1.00E+00;1.93E-11;1.00E+00;-1.69E-12
6.28E+05;1.00E+00;1.93E-11;1.00E+00;-1.71E-12
6.28E+05;1.00E+00;1.99E-11;1.00E+00;-1.62E-12
6.29E+05;1.00E+00;5.51E-10;1.00E+00;-2.09E-10
6.29E+05;1.00E+00;5.54E-10;1.00E+00;-2.64E-10
6.30E+05;1.00E+00;5.54E-10;1.00E+00;-2.66E-10
6.30E+05;1.00E+00;5.54E-10;1.00E+00;-2.66E-10
6.31E+05;1.00E+00;5.54E-10;1.00E+00;-2.65E-10
6.31E+05;1.00E+00;5.54E-10;1.00E+00;-2.63E-10
6.32E+05;1.00E+00;5.54E-10;1.00E+00;-2.62E-10
6.32E+05;1.00E+00;5.53E-10;1.00E+00;-2.60E-10
6.33E+05;1.00E+00;5.53E-10;1.00E+00;-2.58E-10
6.33E+05;1.00E+00;5.53E-10;1.00E+00;-2.56E-10
6.34E+05;1.00E+00;5.53E-10;1.00E+00;-2.53E-10
6.34E+05;1.00E+00;5.52E-10;1.00E+00;-2.52E-10
6.35E+05;1.00E+00;5.52E-10;1.00E+00;-2.49E-10
6.35E+05;1.00E+00;5.51E-10;1.00E+00;-2.48E-10
6.36E+05;1.00E+00;5.51E-10;1.00E+00;-2.47E-10
6.36E+05;1.00E+00;5.51E-10;1.00E+00;-2.46E-10
6.37E+05;1.00E+00;5.51E-10;1.00E+00;-2.44E-10
6.37E+05;1.00E+00;5.50E-10;1.00E+00;-2.42E-10
6.38E+05;1.00E+00;5.50E-10;1.00E+00;-2.41E-10
6.38E+05;1.00E+00;5.50E-10;1.00E+00;-2.39E-10
6.39E+05;1.00E+00;4.18E-11;1.00E+00;-8.90E-11
6.39E+05;1.00E+00;2.17E-11;1.00E+00;-9.71E-12
6.40E+05;1.00E+00;1.93E-11;1.00E+00;-3.95E-12
6.40E+05;1.00E+00;1.85E-11;1.00E+00;-2.64E-12
6.41E+05;1.00E+00;1.80E-11;1.00E+00;-1.82E-12
6.41E+05;1.00E+00;1.78E-11;1.00E+00;-1.68E-12
6.42E+05;1.00E+00;1.78E-11;1.00E+00;-1.56E-12
